Location,Count,Max,Timestamp
Nick Level 2 Fitness,42,100,2024-02-07 09:47:37
Nick Level 3 Fitness,73,200,2024-02-07 09:47:37
Nick Power House,54,140,2024-02-07 09:47:37
Nick Track,18,100,2024-02-07 09:47:37
Soderholm Family Aquatic Center,,,2024-02-07 09:47:37
Nick Courts 1 & 2,2,250,2024-02-07 09:47:37
Nick Courts 3-6,10,500,2024-02-07 09:47:37
Nick Courts 7 & 8,2,250,2024-02-07 09:47:37
Level 1 Fitness,24,130,2024-02-07 09:47:51
Level 2 Fitness,8,65,2024-02-07 09:47:51
Level 3 Fitness,27,246,2024-02-07 09:47:51
Level 4 Fitness,10,75,2024-02-07 09:47:51
Bakke Track,7,100,2024-02-07 09:47:51
Courts 1&2,,,2024-02-07 09:47:51
Courts 3&4,0,250,2024-02-07 09:47:51
Courts 5-8,3,500,2024-02-07 09:47:51
Orbit,11,46,2024-02-07 09:47:51
Willow Room,0,27,2024-02-07 09:47:51
Cove Pool,8,116,2024-02-07 09:47:51
Mount Mendota,,,2024-02-07 09:47:51
Skybox Suites,2,18,2024-02-07 09:47:51
SubZero Ice Center,,,2024-02-07 09:47:51
Nick Level 1 Fitness,47,150,2024-02-07 10:08:05
Nick Level 2 Fitness,42,100,2024-02-07 10:08:05
Nick Level 3 Fitness,73,200,2024-02-07 10:08:05
Nick Power House,54,140,2024-02-07 10:08:05
Nick Track,18,100,2024-02-07 10:08:05
Soderholm Family Aquatic Center,,,2024-02-07 10:08:05
Nick Courts 1 & 2,2,250,2024-02-07 10:08:05
Nick Courts 3-6,10,500,2024-02-07 10:08:05
Nick Courts 7 & 8,2,250,2024-02-07 10:08:05
Level 1 Fitness,24,130,2024-02-07 10:08:19
Level 2 Fitness,8,65,2024-02-07 10:08:19
Level 3 Fitness,27,246,2024-02-07 10:08:19
Level 4 Fitness,10,75,2024-02-07 10:08:19
Bakke Track,7,100,2024-02-07 10:08:19
Courts 1&2,,,2024-02-07 10:08:19
Courts 3&4,0,250,2024-02-07 10:08:19
Courts 5-8,3,500,2024-02-07 10:08:19
Orbit,11,46,2024-02-07 10:08:19
Willow Room,0,27,2024-02-07 10:08:19
Cove Pool,8,116,2024-02-07 10:08:19
Mount Mendota,,,2024-02-07 10:08:19
Skybox Suites,2,18,2024-02-07 10:08:19
SubZero Ice Center,,,2024-02-07 10:08:19
Nick Level 1 Fitness,50,150,2024-02-07 10:28:32
Nick Level 2 Fitness,38,100,2024-02-07 10:28:32
Nick Level 3 Fitness,82,200,2024-02-07 10:28:32
Nick Power House,60,140,2024-02-07 10:28:32
Nick Track,20,100,2024-02-07 10:28:32
Soderholm Family Aquatic Center,,,2024-02-07 10:28:32
Nick Courts 1 & 2,10,250,2024-02-07 10:28:32
Nick Courts 3-6,7,500,2024-02-07 10:28:32
Nick Courts 7 & 8,1,250,2024-02-07 10:28:32
Level 1 Fitness,31,130,2024-02-07 10:28:46
Level 2 Fitness,6,65,2024-02-07 10:28:46
Level 3 Fitness,29,246,2024-02-07 10:28:46
Level 4 Fitness,12,75,2024-02-07 10:28:46
Bakke Track,6,100,2024-02-07 10:28:46
Courts 1&2,,,2024-02-07 10:28:46
Courts 3&4,0,250,2024-02-07 10:28:46
Courts 5-8,1,500,2024-02-07 10:28:46
Orbit,8,46,2024-02-07 10:28:46
Willow Room,0,27,2024-02-07 10:28:46
Cove Pool,5,116,2024-02-07 10:28:46
Mount Mendota,,,2024-02-07 10:28:46
Skybox Suites,3,18,2024-02-07 10:28:46
SubZero Ice Center,,,2024-02-07 10:28:46
Nick Level 1 Fitness,50,150,2024-02-07 10:48:59
Nick Level 2 Fitness,38,100,2024-02-07 10:48:59
Nick Level 3 Fitness,82,200,2024-02-07 10:48:59
Nick Power House,60,140,2024-02-07 10:48:59
Nick Track,20,100,2024-02-07 10:48:59
Soderholm Family Aquatic Center,,,2024-02-07 10:48:59
Nick Courts 1 & 2,10,250,2024-02-07 10:48:59
Nick Courts 3-6,7,500,2024-02-07 10:48:59
Nick Courts 7 & 8,1,250,2024-02-07 10:48:59
Level 1 Fitness,31,130,2024-02-07 10:49:13
Level 2 Fitness,6,65,2024-02-07 10:49:13
Level 3 Fitness,29,246,2024-02-07 10:49:13
Level 4 Fitness,12,75,2024-02-07 10:49:13
Bakke Track,6,100,2024-02-07 10:49:13
Courts 1&2,,,2024-02-07 10:49:13
Courts 3&4,0,250,2024-02-07 10:49:13
Courts 5-8,1,500,2024-02-07 10:49:13
Orbit,8,46,2024-02-07 10:49:13
Willow Room,0,27,2024-02-07 10:49:13
Cove Pool,5,116,2024-02-07 10:49:13
Mount Mendota,,,2024-02-07 10:49:13
Skybox Suites,3,18,2024-02-07 10:49:13
SubZero Ice Center,,,2024-02-07 10:49:13
Nick Level 1 Fitness,50,150,2024-02-07 11:09:27
Nick Level 2 Fitness,38,100,2024-02-07 11:09:27
Nick Level 3 Fitness,82,200,2024-02-07 11:09:27
Nick Power House,60,140,2024-02-07 11:09:27
Nick Track,20,100,2024-02-07 11:09:27
Soderholm Family Aquatic Center,,,2024-02-07 11:09:27
Nick Courts 1 & 2,10,250,2024-02-07 11:09:27
Nick Courts 3-6,7,500,2024-02-07 11:09:27
Nick Courts 7 & 8,1,250,2024-02-07 11:09:27
Level 1 Fitness,31,130,2024-02-07 11:09:40
Level 2 Fitness,6,65,2024-02-07 11:09:40
Level 3 Fitness,29,246,2024-02-07 11:09:40
Level 4 Fitness,12,75,2024-02-07 11:09:40
Bakke Track,6,100,2024-02-07 11:09:40
Courts 1&2,,,2024-02-07 11:09:40
Courts 3&4,0,250,2024-02-07 11:09:40
Courts 5-8,1,500,2024-02-07 11:09:40
Orbit,8,46,2024-02-07 11:09:40
Willow Room,0,27,2024-02-07 11:09:40
Cove Pool,5,116,2024-02-07 11:09:40
Mount Mendota,,,2024-02-07 11:09:40
Skybox Suites,3,18,2024-02-07 11:09:40
SubZero Ice Center,,,2024-02-07 11:09:40
Nick Level 1 Fitness,46,150,2024-02-07 11:29:54
Nick Level 2 Fitness,43,100,2024-02-07 11:29:54
Nick Level 3 Fitness,81,200,2024-02-07 11:29:54
Nick Power House,65,140,2024-02-07 11:29:54
Nick Track,16,100,2024-02-07 11:29:54
Soderholm Family Aquatic Center,0,230,2024-02-07 11:29:54
Nick Courts 1 & 2,,,2024-02-07 11:29:54
Nick Courts 3-6,5,500,2024-02-07 11:29:54
Nick Courts 7 & 8,4,250,2024-02-07 11:29:54
Level 1 Fitness,30,130,2024-02-07 11:30:07
Level 2 Fitness,6,65,2024-02-07 11:30:07
Level 3 Fitness,30,246,2024-02-07 11:30:07
Level 4 Fitness,8,75,2024-02-07 11:30:07
Bakke Track,3,100,2024-02-07 11:30:07
Courts 1&2,,,2024-02-07 11:30:07
Courts 3&4,0,250,2024-02-07 11:30:07
Courts 5-8,20,500,2024-02-07 11:30:07
Orbit,12,46,2024-02-07 11:30:07
Willow Room,2,27,2024-02-07 11:30:07
Cove Pool,6,116,2024-02-07 11:30:07
Mount Mendota,,,2024-02-07 11:30:07
Skybox Suites,3,18,2024-02-07 11:30:07
SubZero Ice Center,6,300,2024-02-07 11:30:07
Nick Level 1 Fitness,46,150,2024-02-07 11:50:21
Nick Level 2 Fitness,43,100,2024-02-07 11:50:21
Nick Level 3 Fitness,81,200,2024-02-07 11:50:21
Nick Power House,65,140,2024-02-07 11:50:21
Nick Track,16,100,2024-02-07 11:50:21
Soderholm Family Aquatic Center,0,230,2024-02-07 11:50:21
Nick Courts 1 & 2,,,2024-02-07 11:50:21
Nick Courts 3-6,5,500,2024-02-07 11:50:21
Nick Courts 7 & 8,4,250,2024-02-07 11:50:21
Level 1 Fitness,30,130,2024-02-07 11:50:35
Level 2 Fitness,6,65,2024-02-07 11:50:35
Level 3 Fitness,30,246,2024-02-07 11:50:35
Level 4 Fitness,8,75,2024-02-07 11:50:35
Bakke Track,3,100,2024-02-07 11:50:35
Courts 1&2,,,2024-02-07 11:50:35
Courts 3&4,0,250,2024-02-07 11:50:35
Courts 5-8,20,500,2024-02-07 11:50:35
Orbit,12,46,2024-02-07 11:50:35
Willow Room,2,27,2024-02-07 11:50:35
Cove Pool,6,116,2024-02-07 11:50:35
Mount Mendota,,,2024-02-07 11:50:35
Skybox Suites,3,18,2024-02-07 11:50:35
SubZero Ice Center,6,300,2024-02-07 11:50:35
Nick Level 1 Fitness,46,150,2024-02-07 12:10:48
Nick Level 2 Fitness,43,100,2024-02-07 12:10:48
Nick Level 3 Fitness,81,200,2024-02-07 12:10:48
Nick Power House,65,140,2024-02-07 12:10:48
Nick Track,16,100,2024-02-07 12:10:48
Soderholm Family Aquatic Center,0,230,2024-02-07 12:10:48
Nick Courts 1 & 2,,,2024-02-07 12:10:48
Nick Courts 3-6,5,500,2024-02-07 12:10:48
Nick Courts 7 & 8,4,250,2024-02-07 12:10:48
Level 1 Fitness,30,130,2024-02-07 12:11:02
Level 2 Fitness,6,65,2024-02-07 12:11:02
Level 3 Fitness,30,246,2024-02-07 12:11:02
Level 4 Fitness,8,75,2024-02-07 12:11:02
Bakke Track,3,100,2024-02-07 12:11:02
Courts 1&2,,,2024-02-07 12:11:02
Courts 3&4,0,250,2024-02-07 12:11:02
Courts 5-8,20,500,2024-02-07 12:11:02
Orbit,12,46,2024-02-07 12:11:02
Willow Room,2,27,2024-02-07 12:11:02
Cove Pool,6,116,2024-02-07 12:11:02
Mount Mendota,,,2024-02-07 12:11:02
Skybox Suites,3,18,2024-02-07 12:11:02
SubZero Ice Center,6,300,2024-02-07 12:11:02
Nick Level 1 Fitness,44,150,2024-02-07 12:31:15
Nick Level 2 Fitness,39,100,2024-02-07 12:31:15
Nick Level 3 Fitness,82,200,2024-02-07 12:31:15
Nick Power House,55,140,2024-02-07 12:31:15
Nick Track,14,100,2024-02-07 12:31:15
Soderholm Family Aquatic Center,8,230,2024-02-07 12:31:15
Nick Courts 1 & 2,,,2024-02-07 12:31:15
Nick Courts 3-6,11,500,2024-02-07 12:31:15
Nick Courts 7 & 8,2,250,2024-02-07 12:31:15
Level 1 Fitness,38,130,2024-02-07 12:31:29
Level 2 Fitness,6,65,2024-02-07 12:31:29
Level 3 Fitness,24,246,2024-02-07 12:31:29
Level 4 Fitness,8,75,2024-02-07 12:31:29
Bakke Track,4,100,2024-02-07 12:31:29
Courts 1&2,,,2024-02-07 12:31:29
Courts 3&4,0,250,2024-02-07 12:31:29
Courts 5-8,22,500,2024-02-07 12:31:29
Orbit,8,46,2024-02-07 12:31:29
Willow Room,0,27,2024-02-07 12:31:29
Cove Pool,6,116,2024-02-07 12:31:29
Mount Mendota,,,2024-02-07 12:31:29
Skybox Suites,4,18,2024-02-07 12:31:29
SubZero Ice Center,10,300,2024-02-07 12:31:29
Nick Level 1 Fitness,39,150,2024-02-07 12:51:42
Nick Level 2 Fitness,31,100,2024-02-07 12:51:42
Nick Level 3 Fitness,71,200,2024-02-07 12:51:42
Nick Power House,40,140,2024-02-07 12:51:42
Nick Track,12,100,2024-02-07 12:51:42
Soderholm Family Aquatic Center,8,230,2024-02-07 12:51:42
Nick Courts 1 & 2,,,2024-02-07 12:51:42
Nick Courts 3-6,14,500,2024-02-07 12:51:42
Nick Courts 7 & 8,0,250,2024-02-07 12:51:42
Level 1 Fitness,38,130,2024-02-07 12:51:56
Level 2 Fitness,6,65,2024-02-07 12:51:56
Level 3 Fitness,24,246,2024-02-07 12:51:56
Level 4 Fitness,8,75,2024-02-07 12:51:56
Bakke Track,4,100,2024-02-07 12:51:56
Courts 1&2,,,2024-02-07 12:51:56
Courts 3&4,0,250,2024-02-07 12:51:56
Courts 5-8,22,500,2024-02-07 12:51:56
Orbit,8,46,2024-02-07 12:51:56
Willow Room,0,27,2024-02-07 12:51:56
Cove Pool,6,116,2024-02-07 12:51:56
Mount Mendota,,,2024-02-07 12:51:56
Skybox Suites,4,18,2024-02-07 12:51:56
SubZero Ice Center,10,300,2024-02-07 12:51:56
Nick Level 1 Fitness,39,150,2024-02-07 13:12:10
Nick Level 2 Fitness,31,100,2024-02-07 13:12:10
Nick Level 3 Fitness,71,200,2024-02-07 13:12:10
Nick Power House,40,140,2024-02-07 13:12:10
Nick Track,12,100,2024-02-07 13:12:10
Soderholm Family Aquatic Center,8,230,2024-02-07 13:12:10
Nick Courts 1 & 2,,,2024-02-07 13:12:10
Nick Courts 3-6,14,500,2024-02-07 13:12:10
Nick Courts 7 & 8,0,250,2024-02-07 13:12:10
Level 1 Fitness,38,130,2024-02-07 13:12:23
Level 2 Fitness,6,65,2024-02-07 13:12:23
Level 3 Fitness,24,246,2024-02-07 13:12:23
Level 4 Fitness,8,75,2024-02-07 13:12:23
Bakke Track,4,100,2024-02-07 13:12:23
Courts 1&2,,,2024-02-07 13:12:23
Courts 3&4,0,250,2024-02-07 13:12:23
Courts 5-8,22,500,2024-02-07 13:12:23
Orbit,8,46,2024-02-07 13:12:23
Willow Room,0,27,2024-02-07 13:12:23
Cove Pool,6,116,2024-02-07 13:12:23
Mount Mendota,,,2024-02-07 13:12:23
Skybox Suites,4,18,2024-02-07 13:12:23
SubZero Ice Center,10,300,2024-02-07 13:12:23
Nick Level 1 Fitness,39,150,2024-02-07 13:32:37
Nick Level 2 Fitness,31,100,2024-02-07 13:32:37
Nick Level 3 Fitness,71,200,2024-02-07 13:32:37
Nick Power House,40,140,2024-02-07 13:32:37
Nick Track,12,100,2024-02-07 13:32:37
Soderholm Family Aquatic Center,8,230,2024-02-07 13:32:37
Nick Courts 1 & 2,,,2024-02-07 13:32:37
Nick Courts 3-6,14,500,2024-02-07 13:32:37
Nick Courts 7 & 8,0,250,2024-02-07 13:32:37
Level 1 Fitness,36,130,2024-02-07 13:32:50
Level 2 Fitness,10,65,2024-02-07 13:32:50
Level 3 Fitness,26,246,2024-02-07 13:32:50
Level 4 Fitness,10,75,2024-02-07 13:32:50
Bakke Track,4,100,2024-02-07 13:32:50
Courts 1&2,1,250,2024-02-07 13:32:50
Courts 3&4,0,250,2024-02-07 13:32:50
Courts 5-8,5,500,2024-02-07 13:32:50
Orbit,6,46,2024-02-07 13:32:50
Willow Room,2,27,2024-02-07 13:32:50
Cove Pool,6,116,2024-02-07 13:32:50
Mount Mendota,6,39,2024-02-07 13:32:50
Skybox Suites,5,18,2024-02-07 13:32:50
SubZero Ice Center,12,300,2024-02-07 13:32:50
Nick Level 1 Fitness,39,150,2024-02-07 13:53:04
Nick Level 2 Fitness,31,100,2024-02-07 13:53:04
Nick Level 3 Fitness,71,200,2024-02-07 13:53:04
Nick Power House,40,140,2024-02-07 13:53:04
Nick Track,12,100,2024-02-07 13:53:04
Soderholm Family Aquatic Center,8,230,2024-02-07 13:53:04
Nick Courts 1 & 2,,,2024-02-07 13:53:04
Nick Courts 3-6,14,500,2024-02-07 13:53:04
Nick Courts 7 & 8,0,250,2024-02-07 13:53:04
Level 1 Fitness,36,130,2024-02-07 13:53:18
Level 2 Fitness,10,65,2024-02-07 13:53:18
Level 3 Fitness,26,246,2024-02-07 13:53:18
Level 4 Fitness,10,75,2024-02-07 13:53:18
Bakke Track,4,100,2024-02-07 13:53:18
Courts 1&2,1,250,2024-02-07 13:53:18
Courts 3&4,0,250,2024-02-07 13:53:18
Courts 5-8,5,500,2024-02-07 13:53:18
Orbit,6,46,2024-02-07 13:53:18
Willow Room,2,27,2024-02-07 13:53:18
Cove Pool,6,116,2024-02-07 13:53:18
Mount Mendota,6,39,2024-02-07 13:53:18
Skybox Suites,5,18,2024-02-07 13:53:18
SubZero Ice Center,12,300,2024-02-07 13:53:18
Nick Level 1 Fitness,27,150,2024-02-07 14:13:32
Nick Level 2 Fitness,30,100,2024-02-07 14:13:32
Nick Level 3 Fitness,56,200,2024-02-07 14:13:32
Nick Power House,25,140,2024-02-07 14:13:32
Nick Track,13,100,2024-02-07 14:13:32
Soderholm Family Aquatic Center,8,230,2024-02-07 14:13:32
Nick Courts 1 & 2,,,2024-02-07 14:13:32
Nick Courts 3-6,17,500,2024-02-07 14:13:32
Nick Courts 7 & 8,8,250,2024-02-07 14:13:32
Level 1 Fitness,36,130,2024-02-07 14:13:46
Level 2 Fitness,10,65,2024-02-07 14:13:46
Level 3 Fitness,26,246,2024-02-07 14:13:46
Level 4 Fitness,10,75,2024-02-07 14:13:46
Bakke Track,4,100,2024-02-07 14:13:46
Courts 1&2,1,250,2024-02-07 14:13:46
Courts 3&4,0,250,2024-02-07 14:13:46
Courts 5-8,5,500,2024-02-07 14:13:46
Orbit,6,46,2024-02-07 14:13:46
Willow Room,2,27,2024-02-07 14:13:46
Cove Pool,6,116,2024-02-07 14:13:46
Mount Mendota,6,39,2024-02-07 14:13:46
Skybox Suites,5,18,2024-02-07 14:13:46
SubZero Ice Center,12,300,2024-02-07 14:13:46
Nick Level 1 Fitness,27,150,2024-02-07 14:34:00
Nick Level 2 Fitness,30,100,2024-02-07 14:34:00
Nick Level 3 Fitness,56,200,2024-02-07 14:34:00
Nick Power House,25,140,2024-02-07 14:34:00
Nick Track,13,100,2024-02-07 14:34:00
Soderholm Family Aquatic Center,8,230,2024-02-07 14:34:00
Nick Courts 1 & 2,,,2024-02-07 14:34:00
Nick Courts 3-6,17,500,2024-02-07 14:34:00
Nick Courts 7 & 8,8,250,2024-02-07 14:34:00
Level 1 Fitness,40,130,2024-02-07 14:34:13
Level 2 Fitness,5,65,2024-02-07 14:34:13
Level 3 Fitness,29,246,2024-02-07 14:34:13
Level 4 Fitness,11,75,2024-02-07 14:34:13
Bakke Track,4,100,2024-02-07 14:34:13
Courts 1&2,3,250,2024-02-07 14:34:13
Courts 3&4,0,250,2024-02-07 14:34:13
Courts 5-8,15,500,2024-02-07 14:34:13
Orbit,12,46,2024-02-07 14:34:13
Willow Room,3,27,2024-02-07 14:34:13
Cove Pool,7,116,2024-02-07 14:34:13
Mount Mendota,7,39,2024-02-07 14:34:13
Skybox Suites,0,18,2024-02-07 14:34:13
SubZero Ice Center,4,300,2024-02-07 14:34:13
Nick Level 1 Fitness,27,150,2024-02-07 14:54:27
Nick Level 2 Fitness,30,100,2024-02-07 14:54:27
Nick Level 3 Fitness,56,200,2024-02-07 14:54:27
Nick Power House,25,140,2024-02-07 14:54:27
Nick Track,13,100,2024-02-07 14:54:27
Soderholm Family Aquatic Center,8,230,2024-02-07 14:54:27
Nick Courts 1 & 2,,,2024-02-07 14:54:27
Nick Courts 3-6,17,500,2024-02-07 14:54:27
Nick Courts 7 & 8,8,250,2024-02-07 14:54:27
Level 1 Fitness,40,130,2024-02-07 14:54:40
Level 2 Fitness,5,65,2024-02-07 14:54:40
Level 3 Fitness,29,246,2024-02-07 14:54:40
Level 4 Fitness,11,75,2024-02-07 14:54:40
Bakke Track,4,100,2024-02-07 14:54:40
Courts 1&2,3,250,2024-02-07 14:54:40
Courts 3&4,0,250,2024-02-07 14:54:40
Courts 5-8,15,500,2024-02-07 14:54:40
Orbit,12,46,2024-02-07 14:54:40
Willow Room,3,27,2024-02-07 14:54:40
Cove Pool,7,116,2024-02-07 14:54:40
Mount Mendota,7,39,2024-02-07 14:54:40
Skybox Suites,0,18,2024-02-07 14:54:40
SubZero Ice Center,4,300,2024-02-07 14:54:40
Nick Level 1 Fitness,27,150,2024-02-07 15:14:54
Nick Level 2 Fitness,30,100,2024-02-07 15:14:54
Nick Level 3 Fitness,56,200,2024-02-07 15:14:54
Nick Power House,25,140,2024-02-07 15:14:54
Nick Track,13,100,2024-02-07 15:14:54
Soderholm Family Aquatic Center,8,230,2024-02-07 15:14:54
Nick Courts 1 & 2,,,2024-02-07 15:14:54
Nick Courts 3-6,17,500,2024-02-07 15:14:54
Nick Courts 7 & 8,8,250,2024-02-07 15:14:54
Level 1 Fitness,40,130,2024-02-07 15:15:07
Level 2 Fitness,5,65,2024-02-07 15:15:07
Level 3 Fitness,29,246,2024-02-07 15:15:07
Level 4 Fitness,11,75,2024-02-07 15:15:07
Bakke Track,4,100,2024-02-07 15:15:07
Courts 1&2,3,250,2024-02-07 15:15:07
Courts 3&4,0,250,2024-02-07 15:15:07
Courts 5-8,15,500,2024-02-07 15:15:07
Orbit,12,46,2024-02-07 15:15:07
Willow Room,3,27,2024-02-07 15:15:07
Cove Pool,7,116,2024-02-07 15:15:07
Mount Mendota,7,39,2024-02-07 15:15:07
Skybox Suites,0,18,2024-02-07 15:15:07
SubZero Ice Center,4,300,2024-02-07 15:15:07
Nick Level 1 Fitness,39,150,2024-02-07 15:35:21
Nick Level 2 Fitness,46,100,2024-02-07 15:35:21
Nick Level 3 Fitness,90,200,2024-02-07 15:35:21
Nick Power House,58,140,2024-02-07 15:35:21
Nick Track,19,100,2024-02-07 15:35:21
Soderholm Family Aquatic Center,,,2024-02-07 15:35:21
Nick Courts 1 & 2,,,2024-02-07 15:35:21
Nick Courts 3-6,16,500,2024-02-07 15:35:21
Nick Courts 7 & 8,2,250,2024-02-07 15:35:21
Level 1 Fitness,45,130,2024-02-07 15:35:34
Level 2 Fitness,19,65,2024-02-07 15:35:34
Level 3 Fitness,49,246,2024-02-07 15:35:34
Level 4 Fitness,20,75,2024-02-07 15:35:34
Bakke Track,3,100,2024-02-07 15:35:34
Courts 1&2,1,250,2024-02-07 15:35:34
Courts 3&4,0,250,2024-02-07 15:35:34
Courts 5-8,8,500,2024-02-07 15:35:34
Orbit,15,46,2024-02-07 15:35:34
Willow Room,2,27,2024-02-07 15:35:34
Cove Pool,3,116,2024-02-07 15:35:34
Mount Mendota,10,39,2024-02-07 15:35:34
Skybox Suites,2,18,2024-02-07 15:35:34
SubZero Ice Center,19,300,2024-02-07 15:35:34
Nick Level 1 Fitness,39,150,2024-02-07 15:55:48
Nick Level 2 Fitness,46,100,2024-02-07 15:55:48
Nick Level 3 Fitness,90,200,2024-02-07 15:55:48
Nick Power House,58,140,2024-02-07 15:55:48
Nick Track,19,100,2024-02-07 15:55:48
Soderholm Family Aquatic Center,,,2024-02-07 15:55:48
Nick Courts 1 & 2,,,2024-02-07 15:55:48
Nick Courts 3-6,16,500,2024-02-07 15:55:48
Nick Courts 7 & 8,2,250,2024-02-07 15:55:48
Level 1 Fitness,45,130,2024-02-07 15:56:02
Level 2 Fitness,19,65,2024-02-07 15:56:02
Level 3 Fitness,49,246,2024-02-07 15:56:02
Level 4 Fitness,20,75,2024-02-07 15:56:02
Bakke Track,3,100,2024-02-07 15:56:02
Courts 1&2,1,250,2024-02-07 15:56:02
Courts 3&4,0,250,2024-02-07 15:56:02
Courts 5-8,8,500,2024-02-07 15:56:02
Orbit,15,46,2024-02-07 15:56:02
Willow Room,2,27,2024-02-07 15:56:02
Cove Pool,3,116,2024-02-07 15:56:02
Mount Mendota,10,39,2024-02-07 15:56:02
Skybox Suites,2,18,2024-02-07 15:56:02
SubZero Ice Center,19,300,2024-02-07 15:56:02
Nick Level 1 Fitness,39,150,2024-02-07 16:16:15
Nick Level 2 Fitness,46,100,2024-02-07 16:16:15
Nick Level 3 Fitness,90,200,2024-02-07 16:16:15
Nick Power House,58,140,2024-02-07 16:16:15
Nick Track,19,100,2024-02-07 16:16:15
Soderholm Family Aquatic Center,,,2024-02-07 16:16:15
Nick Courts 1 & 2,,,2024-02-07 16:16:15
Nick Courts 3-6,16,500,2024-02-07 16:16:15
Nick Courts 7 & 8,2,250,2024-02-07 16:16:15
Level 1 Fitness,45,130,2024-02-07 16:16:29
Level 2 Fitness,19,65,2024-02-07 16:16:29
Level 3 Fitness,49,246,2024-02-07 16:16:29
Level 4 Fitness,20,75,2024-02-07 16:16:29
Bakke Track,3,100,2024-02-07 16:16:29
Courts 1&2,1,250,2024-02-07 16:16:29
Courts 3&4,0,250,2024-02-07 16:16:29
Courts 5-8,8,500,2024-02-07 16:16:29
Orbit,15,46,2024-02-07 16:16:29
Willow Room,2,27,2024-02-07 16:16:29
Cove Pool,3,116,2024-02-07 16:16:29
Mount Mendota,10,39,2024-02-07 16:16:29
Skybox Suites,2,18,2024-02-07 16:16:29
SubZero Ice Center,19,300,2024-02-07 16:16:29
Nick Level 1 Fitness,55,150,2024-02-07 16:36:43
Nick Level 2 Fitness,61,100,2024-02-07 16:36:43
Nick Level 3 Fitness,123,200,2024-02-07 16:36:43
Nick Power House,68,140,2024-02-07 16:36:43
Nick Track,34,100,2024-02-07 16:36:43
Soderholm Family Aquatic Center,,,2024-02-07 16:36:43
Nick Courts 1 & 2,,,2024-02-07 16:36:43
Nick Courts 3-6,27,500,2024-02-07 16:36:43
Nick Courts 7 & 8,26,250,2024-02-07 16:36:43
Level 1 Fitness,58,130,2024-02-07 16:36:57
Level 2 Fitness,16,65,2024-02-07 16:36:57
Level 3 Fitness,59,246,2024-02-07 16:36:57
Level 4 Fitness,26,75,2024-02-07 16:36:57
Bakke Track,6,100,2024-02-07 16:36:57
Courts 1&2,5,250,2024-02-07 16:36:57
Courts 3&4,0,250,2024-02-07 16:36:57
Courts 5-8,12,500,2024-02-07 16:36:57
Orbit,21,46,2024-02-07 16:36:57
Willow Room,1,27,2024-02-07 16:36:57
Cove Pool,8,116,2024-02-07 16:36:57
Mount Mendota,14,39,2024-02-07 16:36:57
Skybox Suites,2,18,2024-02-07 16:36:57
SubZero Ice Center,28,300,2024-02-07 16:36:57
Nick Level 1 Fitness,55,150,2024-02-07 16:57:10
Nick Level 2 Fitness,61,100,2024-02-07 16:57:10
Nick Level 3 Fitness,123,200,2024-02-07 16:57:10
Nick Power House,68,140,2024-02-07 16:57:10
Nick Track,34,100,2024-02-07 16:57:10
Soderholm Family Aquatic Center,,,2024-02-07 16:57:10
Nick Courts 1 & 2,,,2024-02-07 16:57:10
Nick Courts 3-6,27,500,2024-02-07 16:57:10
Nick Courts 7 & 8,26,250,2024-02-07 16:57:10
Level 1 Fitness,58,130,2024-02-07 16:57:24
Level 2 Fitness,16,65,2024-02-07 16:57:24
Level 3 Fitness,59,246,2024-02-07 16:57:24
Level 4 Fitness,26,75,2024-02-07 16:57:24
Bakke Track,6,100,2024-02-07 16:57:24
Courts 1&2,5,250,2024-02-07 16:57:24
Courts 3&4,0,250,2024-02-07 16:57:24
Courts 5-8,12,500,2024-02-07 16:57:24
Orbit,21,46,2024-02-07 16:57:24
Willow Room,1,27,2024-02-07 16:57:24
Cove Pool,8,116,2024-02-07 16:57:24
Mount Mendota,14,39,2024-02-07 16:57:24
Skybox Suites,2,18,2024-02-07 16:57:24
SubZero Ice Center,28,300,2024-02-07 16:57:24
Nick Level 1 Fitness,55,150,2024-02-07 17:17:37
Nick Level 2 Fitness,61,100,2024-02-07 17:17:37
Nick Level 3 Fitness,123,200,2024-02-07 17:17:37
Nick Power House,68,140,2024-02-07 17:17:37
Nick Track,34,100,2024-02-07 17:17:37
Soderholm Family Aquatic Center,,,2024-02-07 17:17:37
Nick Courts 1 & 2,,,2024-02-07 17:17:37
Nick Courts 3-6,27,500,2024-02-07 17:17:37
Nick Courts 7 & 8,26,250,2024-02-07 17:17:37
Level 1 Fitness,58,130,2024-02-07 17:17:51
Level 2 Fitness,16,65,2024-02-07 17:17:51
Level 3 Fitness,59,246,2024-02-07 17:17:51
Level 4 Fitness,26,75,2024-02-07 17:17:51
Bakke Track,6,100,2024-02-07 17:17:51
Courts 1&2,5,250,2024-02-07 17:17:51
Courts 3&4,0,250,2024-02-07 17:17:51
Courts 5-8,12,500,2024-02-07 17:17:51
Orbit,21,46,2024-02-07 17:17:51
Willow Room,1,27,2024-02-07 17:17:51
Cove Pool,8,116,2024-02-07 17:17:51
Mount Mendota,14,39,2024-02-07 17:17:51
Skybox Suites,2,18,2024-02-07 17:17:51
SubZero Ice Center,28,300,2024-02-07 17:17:51
Nick Level 1 Fitness,64,150,2024-02-07 17:38:05
Nick Level 2 Fitness,61,100,2024-02-07 17:38:05
Nick Level 3 Fitness,135,200,2024-02-07 17:38:05
